_id,locationId,locationName,locationType,address,city,postal_code,addressInfo,lat,long,dates,hours,info,phone,phoneExt,phoneAlt,phoneAltExt,website,accessibility,sameDayAppt,active,temporarily_closed,pharmacy,operated_by,location_name_fr,operated_by_fr,address_fr,province,PHU,PHU_fr,monday,tuesday,wednesday,thursday,friday,saturday,sunday,appointments,online_appointments,phone_appointments,walk_ins,symptomatic,drive_through,general_population,children_under_2,age_threshold,weeks_pregnant,french_language_services,accessible,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr,Monday_Open,Monday_Closed,Tuesday_Open,Tuesday_Closed,Wednesday_Open,Wednesday_Closed,Thursday_Open,Thursday_Closed,Friday_Open,Friday_Closed,Saturday_Open,Saturday_Closed,Sunday_Open,Sunday_Closed,Data_Source,OBJECTID,geometry,Date_Added,wardName
197281,424,Shoppers Drug Mart 871,Pharmacy Immunization Site,45 Overlea Blvd.,NA,NA,NA,NA,-79.34625567,NA,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-421-5141,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,223,"c(-79.34625567, 43.705538116)",2021-03-18,Don Valley West
197282,425,Shoppers Drug Mart 829,Pharmacy Immunization Site,265 Port Union Rd.,NA,NA,NA,NA,-79.13950367,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-284-9229,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,224,"c(-79.13950367, 43.788621397)",2021-03-18,Scarborough-Rouge Park
197283,426,Shoppers Drug Mart 813,Pharmacy Immunization Site,725 College St.,NA,NA,NA,NA,-79.419091598,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-534-2375,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,225,"c(-79.419091598, 43.65427804)",2021-03-18,University-Rosedale
197284,427,Shoppers Drug Mart 1301,Pharmacy Immunization Site,5671 Steeles Ave. East,NA,NA,NA,NA,-79.266187888,NA,"Monday: 9 a.m. to midnight, Tuesday: 9 a.m. to midnight, Wednesday: 9 a.m. to midnight, Thursday: 9 a.m. to midnight, Friday: 9 a.m. to midnight, Saturday: 9 a.m. to midnight, Sunday: 10 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-292-2024,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,226,"c(-79.266187888, 43.832776635)",2021-03-18,Scarborough North
197285,428,Queen & University Rexall,Pharmacy Immunization Site,250 University Ave Unit 120,NA,NA,NA,NA,-79.387018614,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-591-6493,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,227,"c(-79.387018614, 43.650413472)",2021-03-18,Spadina-Fort York
197286,429,Shoppers Drug Mart 1388,Pharmacy Immunization Site,2330 Kennedy Rd.,NA,NA,NA,NA,-79.28913,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-299-3532,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,228,"c(-79.28913, 43.784135226)",2021-03-18,Scarborough-Agincourt
197287,430,Shoppers Drug Mart 877,Pharmacy Immunization Site,1859 Leslie St.,NA,NA,NA,NA,-79.359625179,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-383-9599,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,229,"c(-79.359625179, 43.754567819)",2021-03-18,Don Valley East
197288,431,Shoppers Drug Mart 880,Pharmacy Immunization Site,1571 Sandhurst Circle,NA,NA,NA,NA,-79.269312074,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-292-6602,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,230,"c(-79.269312074, 43.809220727)",2021-03-18,Scarborough North
197289,432,Shoppers Drug Mart 821,Pharmacy Immunization Site,770 Lawrence Ave. West,NA,NA,NA,NA,-79.452373157,NA,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-787-0238,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,231,"c(-79.452373157, 43.715201537)",2021-03-18,Eglinton-Lawrence
197290,433,Shoppers Drug Mart 863,Pharmacy Immunization Site,5230 DUNDAS ST. W.,NA,NA,NA,NA,-79.538129106,NA,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-233-3269,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,232,"c(-79.538129106, 43.640261296)",2021-03-18,Etobicoke-Lakeshore
197291,434,Shoppers Drug Mart 1281,Pharmacy Immunization Site,292 Dupont St.,NA,NA,NA,NA,-79.407914053,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-972-0232,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,233,"c(-79.407914053, 43.674934792)",2021-03-18,University-Rosedale
197292,435,Shoppers Drug Mart 823,Pharmacy Immunization Site,970 Queen St. East,NA,NA,NA,NA,-79.340473787,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-462-0062,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,234,"c(-79.340473787, 43.661232463)",2021-03-18,Toronto-Danforth
197293,436,Shoppers Drug Mart 1314,Pharmacy Immunization Site,1235 McCowan Rd.,NA,NA,NA,NA,-79.251040766,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-412-1353,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,235,"c(-79.251040766, 43.772890602)",2021-03-18,Scarborough-Guildwood
197294,437,Shoppers Drug Mart 818,Pharmacy Immunization Site,759 Mount Pleasant Rd.,NA,NA,NA,NA,-79.38947868,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-482-7100,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,236,"c(-79.38947868, 43.707775578)",2021-03-18,Don Valley West
197295,438,Eglinton/Bathurst Toronto Rexall,Pharmacy Immunization Site,901 Eglinton Avenue West,NA,NA,NA,NA,-79.427502596,NA,"Monday: 8 a.m. to midnight, Tuesday: 8 a.m. to midnight, Wednesday: 8 a.m. to midnight, Thursday: 8 a.m. to midnight, Friday: 8 a.m. to midnight, Saturday: 8 a.m. to midnight, Sunday: 8 a.m. to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-787-1344,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,237,"c(-79.427502596, 43.70047591)",2021-03-18,Toronto-St. Paul's
197296,439,Shoppers Drug Mart 1287,Pharmacy Immunization Site,1500 Woodbine Ave.,NA,NA,NA,NA,-79.319214533,NA,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-429-2529,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,238,"c(-79.319214533, 43.699241101)",2021-03-18,Beaches-East York
197297,440,Shoppers Drug Mart 841,Pharmacy Immunization Site,2345 Yonge St.,NA,NA,NA,NA,-79.397932854,NA,"Monday: midnight to midnight, Tuesday: midnight to midnight, Wednesday: midnight to midnight, Thursday: midnight to midnight, Friday: midnight to midnight, Saturday: midnight to midnight, Sunday: midnight to midnight","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-487-5411,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,239,"c(-79.397932854, 43.708950967)",2021-03-18,Toronto-St. Paul's
197298,364,Shoppers Drug Mart 851,Pharmacy Immunization Site,85 Ellesmere Rd. Unit 31,NA,NA,NA,NA,-79.31240742,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-444-8478,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,240,"c(-79.31240742, 43.757087153)",2021-03-18,Scarborough Centre
197299,365,Shoppers Drug Mart 717,Pharmacy Immunization Site,2440 Dundas St. West,NA,NA,NA,NA,-79.452950297,NA,"Monday: 9 a.m.-9 p.m., Tuesday: 9 a.m.-9 p.m., Wednesday: 9 a.m.-9 p.m., Thursday: 9 a.m.-9 p.m., Friday: 9 a.m.-9 p.m., Saturday: 9 a.m.-8 p.m., Sunday: 9 a.m.-6 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-536-0220,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,241,"c(-79.452950297, 43.659111209)",2021-03-18,Parkdale-High Park
197300,366,Shoppers Drug Mart #926,Pharmacy Immunization Site,1027 Yonge St,NA,NA,NA,NA,-79.389515343,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-961-0155,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,242,"c(-79.389515343, 43.677632819)",2021-03-18,University-Rosedale
197301,367,"Hullmark, Toronto Rexall",Pharmacy Immunization Site,"4789 Yonge Street, Unit#2",NA,NA,NA,NA,-79.410160491,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-733-0161,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,243,"c(-79.410160491, 43.761337471)",2021-03-18,Willowdale
197302,368,Shoppers Drug Mart 1288,Pharmacy Immunization Site,761 King St. West,NA,NA,NA,NA,-79.405848715,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine. Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-306-0311,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,244,"c(-79.405848715, 43.643053551)",2021-03-18,Spadina-Fort York
197303,369,Commerce Court Toronto Rexall,Pharmacy Immunization Site,"199 Bay Street, Unit C186, P.O. Box 197",NA,NA,NA,NA,-79.37956192,NA,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-365-0972,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,245,"c(-79.37956192, 43.648226017)",2021-03-18,Toronto Centre
197304,370,Shoppers Drug Mart 1402,Pharmacy Immunization Site,279 Yonge St.,NA,NA,NA,NA,-79.380392172,NA,"Monday: 8 a.m.-10 p.m., Tuesday: 8 a.m.-10 p.m., Wednesday: 8 a.m.-10 p.m., Thursday: 8 a.m.-10 p.m., Friday: 8 a.m.-10 p.m., Saturday: 8 a.m.-10 p.m., Sunday: 8 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-591-1733,NA,NA,NA,https://www.shoppersdrugmart.ca/covid19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,246,"c(-79.380392172, 43.655591692)",2021-03-18,Toronto Centre
197305,371,Spadina & College Toronto Rexall,Pharmacy Immunization Site,474 Spadina Avenue,NA,NA,NA,NA,-79.400373987,NA,"Monday: 9 a.m.-10 p.m., Tuesday: 9 a.m.-10 p.m., Wednesday: 9 a.m.-10 p.m., Thursday: 9 a.m.-10 p.m., Friday: 9 a.m.-10 p.m., Saturday: 9 a.m.-10 p.m., Sunday: 9 a.m.-10 p.m.","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-413-1060,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,247,"c(-79.400373987, 43.657722443)",2021-03-18,University-Rosedale
197306,372,Atrium on Bay Toronto Rexall,Pharmacy Immunization Site,595 Bay Street,NA,NA,NA,NA,-79.383297828,NA,"Monday: 9 a.m.-5 p.m., Tuesday: 9 a.m.-5 p.m., Wednesday: 9 a.m.-5 p.m., Thursday: 9 a.m.-5 p.m., Friday: 9 a.m.-5 p.m., Saturday: Closed, Sunday: Closed","People 12 years of age and older in 2021 are eligible to receive the Pfizer vaccine.  This pharmacy also offers the AstraZeneca vaccine (second dose only). Please call or visit the pharmacy's website to check if you need an appointment or if walk-in (first come, first served) vaccinations are available.",416-591-1414,NA,NA,NA,https://www.rexall.ca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ontario Health; Toronto Public Health,248,"c(-79.383297828, 43.656212449)",2021-03-18,University-Rosedale
